"","Var1","Freq"
"7281","rieschtel",20
"7282","rightey",512
"7283","RikC",585
"7284","rikeshrajbangshi",5
"7285","Rikki",308
"7286","RikWilliams",1037
"7287","riles23",208
"7288","Rima10",57
"7289","R_Ink",10
"7290","rippunzel",113
"7291","Rita Dionísio",40
"7292","Rita Ranjit",87
"7293","Rita Thapa",62
"7294","ritaw",405
"7295","ritikasamari",110
"7296","RitsuT",233
"7297","ritu123",360
"7298","Ritu Garg",405
"7299","Ritu MIshra",279
"7300","Riwaj",2
"7301","rixprjpt",7
"7302","Rizaldy Yudhista",26
"7303","rjhargreaves",49
"7304","rjr30",95
"7305","RkoitiHara",102
"7306","rlang",221
"7307","rlaurentinus",22215
"7308","RLaws",36
"7309","RLBC",2399
"7310","rlhuffine",1
"7311","RM87",1
"7312","rmahfuz",184
"7313","R Mani G",20
"7314","rmbmbc",399
"7315","Rmck",88
"7316","rmedrano89",1761
"7317","rmglennon",100
"7318","rmsare",208
"7319","rnanclares",1042
"7320","rnbwapclyps",1
"7321","RNoftz",166
"7322","RNR-RNR",512
"7323","RNVitter",192
"7324","RoadGaard",86
"7325","RoadGeek_MD99",45
"7326","roamingbecki",105
"7327","roandre9",115
"7328","Roar N N",926
"7329","rob1212",153
"7330","robbieonsea",34
"7331","Robert1234",18
"7332","Robert Ancell",5
"7333","Robert Andersen",217
"7334","robert_luetkemeier",214
"7335","Roberto Ciccarelli",118
"7336","robertogeb",21727
"7337","Roberto Huerta",1
"7338","RobertoPizzolotto",4565
"7339","RobertoRocha",254
"7340","RobertRomeo18",6
"7341","robertstack",795
"7342","Robert van Wijk",480
"7343","Robert Whittaker",1
"7344","RobertWLloyd",26
"7345","rob in",2067
"7346","robin27",477
"7347","RobinJulia",134
"7348","robinn",130
"7349","Robin_OSM",44
"7350","robin singh",16
"7351","robinsta",326
"7352","Robish",11
"7353","Rob Knight",9
"7354","RobM737",275
"7355","RobMiller",15798
"7356","Roboelf",85
"7357","Rob Oost",1
"7358","Robowolfer",1
"7359","_robpar",21
"7360","Rob Whelan",139
"7361","r o b y",40
"7362","roby2107",8366
"7363","rockoncali",79
"7364","rockrocks",18
"7365","RockyTerror",171
"7366","rocky_upadhaya",32
"7367","Roddy's Virginity",256
"7368","Rodney123",30
"7369","rodowi",657
"7370","RodTowner",25
"7371","Rogoyski",12
"7372","Rohan Pradhan",2
"7373","rohans9",51
"7374","rohieb",5588
"7375","Rohini Thapa",96
"7376","Rojan",1
"7377","Rolandd",285
"7378","Roland Yang",628
"7379","Rom3745",633
"7380","Romain MOUNETOU",4
"7381","Romain Pison",9
"7382","Romain_S",661
"7383","romge",81
"7384","Romuald71",2898
"7385","ronaldjoshi",72
"7386","ronaldronaldyyl",44
"7387","RonjaRaeningidottir",291
"7388","Ron K",175
"7389","RonnieLand",14421
"7390","Ronnieshida",138
"7391","ronnoc64",1247
"7392","RonPhillips",811
"7393","rooneel",333
"7394","roosdekoelste",4
"7395","rootolf",6
"7396","Roots bar",1
"7397","rootsy",91
"7398","Ropino",52
"7399","RoPP",7668
"7400","rore",102
"7401","Rory80hz",74
"7402","Rory Nealon",218
"7403","rosaluna",510
"7404","rosangela03",990
"7405","rosch0815",144
"7406","rosealice",332
"7407","RoseannaCheesman",322
"7408","Rosebudr",16
"7409","Rose D",319
"7410","RoseFrost",31
"7411","rosewilloughby",647
"7412","Roshaan Niazi",588
"7413","roshan213",6
"7414","Roshan Chauhan",2
"7415","Roshan Joshi",3
"7416","roshan khatun",19
"7417","roshan maharjan",166
"7418","Roshan shrestha",625
"7419","Roshni Roy",5173
"7420","RosMar",64
"7421","rospus",10216
"7422","Ross_123",186
"7423","RossanaP",75
"7424","RossDakin",30
"7425","rossella c",1292
"7426","Ross Kulick",83
"7427","Ross Nishimura",5
"7428","rossoneril",246
"7429","rosssn",314
"7430","Ro Sun",59007
"7431","Rosy_sparrow",37
"7432","Rovastar",1854
"7433","rowanbado",46
"7434","rowanwins",162
"7435","RowBoat001",488
"7436","rowers2",1430
"7437","roxon8",846
"7438","Royce Abel",1064
"7439","roystondrake",39
"7440","Rozmár",35
"7441","rpardo22",733
"7442","rpaudel",93
"7443","r_pildes",107
"7444","rprather",1553
"7445","Rps333",3871
"7446","rpugh85",197
"7447","RPVN",39
"7448","rq2",2297
"7449","rraj gautam",3
"7450","rrbaker",233
"7451","rrod09",9
"7452","rrp12",13
"7453","rruppel",165
"7454","RS2015",12
"7455","rsauzan",1
"7456","rskarbo",1176
"7457","rsmahabir",15
"7458","rsmilko",558
"7459","rsnaru",14
"7460","rsoden",173
"7461","rspiegel",224
"7462","rstation",590
"7463","RT Scott",6234
"7464","Rub21",18439
"7465","Rubaya",786
"7466","Rúben Octávio",718
"7467","rubingh",3
"7468","RUBYBY",29
"7469","ruchi khandelwal",199
"7470","Rudeep",10
"7471","rudolfH",29
"7472","Rudy Castaneda",49
"7473","RuesI",69
"7474","ruffcorn",197
"7475","ruiagung",221
"7476","ruisui",348
"7477","rujula",639
"7478","rukku",599
"7479","Rule16",1314
"7480","rumigu",139
"7481","Runis",308
"7482","Runningboyc13",257
"7483","Runzeed Singh Thapa",1
"7484","Ruohong Zhang",22
"7485","rupa12",45
"7486","rupak_shrestha",1388
"7487","Rupendra",25
"7488","rupesh07",8
"7489","RupeshG",3136
"7490","rupesh khadka",117
"7491","Rupesh Maharjan",1
"7492","rupeshonly1",1058
"7493","rupesh shrestha",15
"7494","Ruru2",1943
"7495","RuSer_TW",8
"7496","Russ",8285
"7497","russdeffner",4153
"7498","Russ Frizzell-Carlton",119
"7499","Russ McD",1
"7500","russtolium",79
"7501","RussWinch",25
"7502","RustyAllard",17
"7503","RustyB",144
"7504","Ruth14",1599
"7505","ruthandra",10
"7506","Ruthie Nachmany",10
"7507","ruthmaben",35075
"7508","Ruthvik Reddy M",96
"7509","rvanbekkum",1
"7510","rvibek",126
"7511","Rwardley",57
"7512","rwenite",150
"7513","rwst",90
"7514","ryain",89
"7515","Ryan0214",34
"7516","ryanbank",507
"7517","Ryan Dixon",122
"7518","Ryan Gates",8
"7519","ryanjharris",22
"7520","RyanLi",162
"7521","RyanLloyd",1702
"7522","ryanlloyd1",1045
"7523","Ryan Poe",1266
"7524","Ryanram",20
"7525","Ryan Sommerville",2132
"7526","Ryan Thomas",10
"7527","Ryan Tsui",24
"7528","RYarlett",617
"7529","Ry_B",237
"7530","rybizek",1270
"7531","Rydium",278
"7532","ryntau",718
"7533","ryo1062",30
"7534","Ryo-a",9405
"7535","rypat",25
"7536","ryss",516
"7537","Ryudi6744",70
"7538","rza31",54952
"7539","rzb92",987
"7540","s21453051",652
"7541","s7mitchell",513
"7542","sa62039",120
"7543","Saad Khalid",834
"7544","Saallo_sp",1346
"7545","Saathi Rafael",1
"7546","sabas88",2287
"7547","Sabaziadlou",280
"7548","Sabin08",67
"7549","sabin1",38
"7550","Sabin262",36
"7551","Sabina_R",227
"7552","Sabinatimilsina",25
"7553","Sabin Basukala",6
"7554","sabindra2201",2
"7555","sabita78",194
"7556","sabman",4
"7557","sabn98",7991
"7558","sabyeye",1637
"7559","sachina",40
"7560","Sachita Pandey",907
"7561","sac_tt",6
"7562","sadanand",113
"7563","Sadik",784
"7564","saese (adyota)",2669
"7565","safado",202
"7566","sagar11",229
"7567","sagar35",66
"7568","sagar6128",87
"7569","sagara1020",83
"7570","sagarchalise",5
"7571","Sagar Dahal",26
"7572","Sagar Devkota",109
"7573","sagar karki",5761
"7574","Sagar Mahat",30
"7575","sagarpalpali",10
"7576","sagaru",3
"7577","Saggis",137
"7578","sagun102",2
"7579","Saharsha",3
"7580","sahayatri",255
"7581","saheb",10
"7582","sahiba",497
"7583","SahR",445
"7584","Saige_Onyx",144
"7585","saikofish",481
"7586","Sailesh Kasaju",8
"7587","Saint_Byte",50
"7588","Saisab",257
"7589","Sajal Pokharel",37
"7590","Sajana",69
"7591","Sajendra",4
"7592","Sajjadsapan",291
"7593","Sakar P",14
"7594","sakeski",4895
"7595","Sakho",24
"7596","saksham9841",6
"7597","sakudo",36
"7598","Sakums",2745
"7599","saladren",122
"7600","Saliha Abubakr",71
"7601","Salilshr",37
"7602","Salim(Fedora)",33
"7603","saliousoft",1158
"7604","salix01",1571
"7605","Sally13",194
"7606","sally3142",1294
"7607","salmonslap",16
"7608","Salnt",1
"7609","salouna",21
"7610","Salvo1989",35
"7611","Sam AGBADONOU",90
"7612","samalcayaga",56
"7613","Samana",17
"7614","SamanthaGS",14
"7615","SamanthaRB",1
"7616","Samara1973",5
"7617","sambam303",472
"7618","sambob0",274
"7619","sambocox",1352
"7620","sambriddhi Shrestha",79
"7621","Sambridi Gautam",23
"7622","samchan0119",95
"7623","Sam Dal Monte",55
"7624","samden",853
"7625","Sameer52",18
"7626","sameeracharya",3
"7627","Sameer Dhakal",2
"7628","sameesta",82
"7629","samely",260126
"7630","Sam Fok",244
"7631","SamHayashi",41
"7632","SamHudis",799
"7633","samicks",48
"7634","Sami Mantere",302
"7635","Sam Inglis",2203
"7636","Samip",357
"7637","Samip Subedi",50
"7638","Samir Luintel",45
"7639","samir maharjan",1
"7640","Samir Patti",337
"7641","samir singh",195
"7642","sami sapkota",1725
"7643","Samit222",2
"7644","samjosephs",743
"7645","samlarsen1",3290
"7646","samlibby",529
"7647","Sammartindelc",83
"7648","Sammybreeden",479
"7649","sammyslee",77
"7650","samodiva",1
"7651","Samorn",7
"7652","sam pjpt",8
"7653","sampurnapaudel",27
"7654","Samson1210",1
"7655","Samuel Breslow",142
"7656","Samusz",3886
"7657","Samyem Tuladhar",5
"7658","SANA Ibrahim",481
"7659","Sana Siu",543
"7660","Sanchiz21",151
"7661","sanchlos",2
"7662","Sandeepa Nadahalli",10
"7663","sandeep bohra",760
"7664","Sandeep Gautam",2
"7665","Sandeep_P",514
"7666","Sandeep Raj Shakya",7
"7667","sandeshp",73
"7668","SandeshPaudel",2
"7669","Sandhya Bogati",85
"7670","sandoe",305
"7671","Sandpthapa",13
"7672","sandraf96",163
"7673","sandro@tt",15
"7674","SandyZ",17
"7675","sang",9
"7676","sangam thapa zanjeer",1
"7677","sangaydolmasherpa",21
"7678","SangayDorji",2046
"7679","Sangib Shrestha",159
"7680","sangita",289
"7681","Sanisha Gole",962
"7682","Sanish Josi",5
"7683","sanjaydhami",133
"7684","Sanjay Shahi",3
"7685","Sanjaysolta",13
"7686","Sanjay Suresh",88
"7687","Sanjay Suyal",3716
"7688","sanjeev budha",57
"7689","Sanjeev Giri",5
"7690","Sanjeevk (Solaris)",2
"7691","SanjeevNepal",22
"7692","SANJEEV NEPAL",1
"7693","Sanjeev Ram Vaidya",1
"7694","sanjibdhakal",35
"7695","Sanjip Thapa",2
"7696","Sanjog Bhatta",17
"7697","SanjogMahato",13
"7698","Sanjoj Maharjan",36
"7699","sanketdhume",538
"7700","Sanshiro Takasugi",300
"7701","Santiago Guzman",695
"7702","Santiago Ospina",98
"7703","santisaap",1
"7704","Santosh Baral",346
"7705","santoshdryice",4
"7706","santosh mishra",4286
"7707","santosh pokhrel",8
"7708","SANTOSH SAGAR",6
"7709","Santosh Shrestha",39
"7710","Sanu House",5
"7711","sapananepal",30
"7712","Sapfira",1913
"7713","sapkotadinesh",7
"7714","saraela",7
"7715","Sarah1988",557
"7716","sarahaliceparker",245
"7717","SarahATBrown",22
"7718","Sarah Bindman",89
"7719","Sarah Bixler",216
"7720","Sarah Calhoun",690
"7721","SarahCarter",485
"7722","Sarah Corsini",247
"7723","sarahhs",1556
"7724","Sarah Jade",968
"7725","sarahjdaly",381
"7726","SarahKCad",816
"7727","Sarah Kienker",44
"7728","Sarahla",24
"7729","sarahmprz",369
"7730","sarahnectoux",1013
"7731","Sarah Sorensen",49
"7732","Sara Lafia",133
"7733","saralakali",455
"7734","Sara Mangialardo",65
"7735","Sara Mo",917
"7736","Sara N R",1142
"7737","Sara pelaez sanchez",7
"7738","Sara Stewart",2821
"7739","Saremma",46
"7740","Sarim Zafar",102
"7741","Sarısakal",7835
"7742","saritak",180
"7743","Sarohini",9
"7744","Sarojb",28
"7745","SAROJ BOGATI",1
"7746","Saroj Joshi",4
"7747","Saroj Pokhrel",25
"7748","saroj subedi",5
"7749","saroz sainzu",1801
"7750","Sarrabi86",2163
"7751","sarthaktickoo",748
"7752","Sarvihepo",573
"7753","sasa091",6
"7754","sasha0901",205
"7755","sashachen",568
"7756","sasha mahajan",653
"7757","Sashant",2
"7758","sashazykov",4897
"7759","sashermn",787
"7760","Sasquatch Mapper",1024
"7761","satbadkd",1457
"7762","sathycane",343
"7763","satish khanal",10
"7764","SatishTmg",29
"7765","Satoshi Masu",333
"7766","Satya73",1106
"7767","Satya Narayan Suwal",2966
"7768","saud4",1973
"7769","Saud Raza",420
"7770","saugat",14
"7771","@Saugat",37
"7772","saugat 2498",103
"7773","Saugat Acharya",25
"7774","SaulT",1672
"7775","Saurabh Karn",15
"7776","Saurav777",4
"7777","Saurav Bhattarai",1
"7778","SauravGautam",6177
"7779","sauree",22
"7780","SauRjk",1
"7781","Savage138",73
"7782","savita supe",21
"7783","sawbin15",90
"7784","Sawdust Maker",139
"7785","sayakan_agu",62
"7786","Sayali21",21
"7787","sayamism",4
"7788","SayanDC",52
"7789","Sayantani",243
"7790","Say-no",1461
"7791","Sazal",8
"7792","Sazal(Solaris)",33711
"7793","Sazeeta",46
"7794","sazu2905",597
"7795","SBassett",766
"7796","SBella",32
"7797","SBimochan",2
"7798","sbiribizio",7537
"7799","sbn123",1138
"7800","SBovey89",206
"7801","Scare!",133515
"7802","ScarlettduT",205
"7803","scarndp",32
"7804","SCFB1",1314
"7805","SCGIS Nepal",35
"7806","Schaemonu",280
"7807","schancock",70
"7808","Schanderkar",15
"7809","schanillo",48
"7810","Schatzjäger2",551
"7811","SChaudhary",110
"7812","schennur",677
"7813","SchillingKrista",433
"7814","schindm",184
"7815","SchnabelF",106
"7816","schneider kennedy alcereste",52
"7817","schoki",59
"7818","Schustl",293
"7819","Schuyler Erle",620
"7820","Science Shrestha",155
"7821","scimmiettarossa",1
"7822","sco",1157
"7823","SColchester",10923
"7824","Scondo",1666
"7825","SCook2898",77
"7826","scooke4",1856
"7827","scott3088",1117
"7828","scott hawkins",30
"7829","scottmook",35
"7830","Scott Sandler",4
"7831","ScottSurv208",149
"7832","scrpnhrt",41
"7833","sctrojan79",888
"7834","scvishnu7",3617
"7835","sda933201",494
"7836","sdahod",746
"7837","SDavies",595
"7838","sdelg13",375
"7839","SDhakal",6
"7840","sdimino",484
"7841","sdpaddlebum",6490
"7842","sdtu",205
"7843","S Dutta",19
"7844","Seagoat",4
"7845","Sean Bohac",1140
"7846","Seandebasti",797
"7847","seankono",1
"7848","Sean Lawrence",1144
"7849","Sean Reid",144
"7850","Sean Wray",415
"7851","SeasonalAllergies",112
"7852","seattlefyi",652
"7853","seattlegp",33
"7854","SeattleLight",20
"7855","Sebanbk",797
"7856","Sebastian68",2054
"7857","Sebastian H",76
"7858","sebi-mapper",75
"7859","SebiTitzler",3199
"7860","sebony79",276
"7861","Secha",604
"7862","sedarcy",40
"7863","SednaBoo",424
"7864","SeeNoEvil",90
"7865","sehealy",162
"7866","Seher",212
"7867","seichter",530505
"7868","seitti",6331
"7869","sejohnson",127
"7870","sekine",156
"7871","sekkiiiii",799
"7872","selator",5
"7873","selina_ysy",1
"7874","Selma_",29
"7875","SemanticTourist",328164
"7876","semartin",14
"7877","senora_barberan",62
"7878","senri",371
"7879","senthil thyagarajan",13
"7880","Seraphle",1027
"7881","Serenity1",1034
"7882","serenity58",2524
"7883","Sergemang",1
"7884","Sergey Kozyr",155
"7885","SerginioRC",983
"7886","sergio7826",145
"7887","sergionaranja",1821
"7888","serobinson",227
"7889","Serpens",5
"7890","Sers",3018
"7891","servigis",407
"7892","Serzhanya",2651
"7893","Seth101",307
"7894","seth123",8
"7895","Seung Kyum Kim",403
"7896","sev_hotosm",2058
"7897","sevnties",141
"7898","sewk",974
"7899","SF-Brian",2084
"7900","sfrank",108819
"7901","SGanger",15
"7902","SGauchan",60
"7903","sgeoviz",21
"7904","sghsabi10",1
"7905","Sgilbert",1137
"7906","sgilman",197
"7907","sginsburg",108
"7908","sgraves10",373
"7909","sgrimes",230
"7910","sgrpoudel",5
"7911","SgtMeowenstein",99
"7912","S_H",263
"7913","Shaac",523
"7914","Shaashi Ahlawat",579
"7915","Shabadkra",15
"7916","Shabazi",1315
"7917","shadowcrow",221
"7918","Shadrock Roberts",1
"7919","shahasan",3941
"7920","Shahid Quamar",12280
"7921","Shahi Nischal",709
"7922","Shahnaaz Ansari",436
"7923","Shahzaib Javaid",212
"7924","Shailendra Adhikary",1
"7925","Shaishab Kishor Shrestha",77
"7926","shakeela",63
"7927","Shakya Aditya",2
"7928","Shakya House",1
"7929","Shamaamah",19
"7930","shambhu uprety",37
"7931","Shamir Singh",5
"7932","shamoshamo",100
"7933","ShaneJohnson_Stanford",15
"7934","shangharsha",1452
"7935","ShangJin",94
"7936","Shani Fernando",137
"7937","Shanika Hettige",441
"7938","shanima",239
"7939","Shankar Koirala",26
"7940","shanker",39
"7941","ShankerKC",269
"7942","ShannonAK",134
"7943","Shannon Grumbly",55
"7944","shannonrose",25
"7945","shantelescope",9
"7946","Sharad KC",285
"7947","Sharan Dhanala",1054
"7948","Sharlin",209
"7949","sharling",234
"7950","Sharma_jee",10
"7951","sharmila gurung",265
"7952","Sharon Padilla",160
"7953","Sharotta",546
"7954","ShashankS",1021
"7955","Shashi Adhikari",24
"7956","shashish",16435
"7957","Shashwat Guragain",2
"7958","Shashwat Kafle",1177
"7959","ShaunIsSpatial",1279
"7960","Shaverlegs09",1591
"7961","Shawnee Gundry",274
"7962","shaz adil",5
"7963","shazzie",618
"7964","SHA紗",80
"7965","Sheefah",148
"7966","SheenaNZ",393
"7967","Sheetsdt",63
"7968","Shefali",32
"7969","SHE GANG-YOU",141
"7970","Shekhar Gupta",25
"7971","Shekharkhadkaofficial",3
"7972","Shelby Anne",678
"7973","shelly520",306
"7974","shellymoore22",772
"7975","shenriod",12144
"7976","sherpangel",104
"7977","SherpaNSSP",1965
"7978","sherpashaky",120
"7979","shetzer",517
"7980","Shiao Chang",226
"7981","Shibusaha",9
"7982","Shihwei",1
"7983","shilpaved123",474
"7984","ShilpiK",481
"7985","shimoo",1214
"7986","shinde",1627
"7987","shine0304",45
"7988","shin ni shih",236
"7989","shioriko",2747
"7990","shiorin",914
"7991","shirkem",951
"7992","ShivaNaidu",192
"7993","Shivani113",439
"7994","shivapuri",296
"7995","shizu5",387
"7996","shkuang",254
"7997","shmarka",59
"7998","shoeless2boot",130
"7999","shogungt",14
"8000","Shontelle",619
"8001","shoragan",20869
"8002","shortcolin",125
"8003","shoshinja",214
"8004","shothead",13
"8005","Shoviyat Khadka",8
"8006","showtheray",6
"8007","Shozuno",17
"8008","shravan91",7613
"8009","shreedhar",2399
"8010","shreedhara",166
"8011","shreeking",1868
"8012","shreekumar",48
"8013","Shreeram Dhakal",60
"8014","shrepari",27
"8015","shrestha kamala",20
"8016","shresthasamir",119
"8017","shrests",137
"8018","shreve48",241
"8019","Shreya B",1
"8020","ShreyaC",120
"8021","ShreyaPokharel",457
"8022","shreyas",904
"8023","shreyasarawagi",406
"8024","Shreyasee",514
"8025","shreyup",5
"8026","shrijana",3757
"8027","Shrpravesh",1042
"8028","shssty1989",3249
"8029","Shstone82",53
"8030","shtef3",28
"8031","shuaDK",8859
"8032","Shuan Huang",288
"8033","ShubhadaJagtap",5
"8034","shubhadavarde",3
"8035","Shubhi_v",5
"8036","s_huet",28
"8037","Shuman",86
"8038","Shushant",1
"8039","Shushuf",69654
"8040","shutchinson",51
"8041","Shuvra",694
"8042","shvrm",1479
"8043","shyamanand",284
"8044","Shyam Sharan Nepal",270
"8045","Shyma Abdul Latheef",176
"8046","shy tsering choedon",229
"8047","sia528",33
"8048","Siana40",1436
"8049","Sianski",24448
"8050","siao-cheng",150
"8051","siaoyin",76
"8052","siaud xavier",126
"8053","siddarthsnagaraj",55
"8054","siddharthan64",19
"8055","Siddhi",1
"8056","sidewalkballet",37
"8057","SidneyGijzen",2
"8058","SiennaIzMe",313
"8059","sierrasmf",68
"8060","SietskeT",1004
"8061","Sigita",110
"8062","SigridE",2593
"8063","Silas Lindemberg",268
"8064","Silje Lundehaug",205
"8065","siljera",44
"8066","Silje Wendelborg Fremo",418
"8067","Silkenwraith",15
"8068","silvan315",10
"8069","silver_man",362
"8070","silvia333",259
"8071","SilviaDee",120
"8072","silvinaarcoiris",1
"8073","Sim_87",78
"8074","SIMAR MANN SINGH",52
"8075","simlox",589
"8076","simod",872
"8077","Simon_15",1382
"8078","simon2013syd",585
"8079","Simon 62",49
"8080","Simon67890",131
"8081","Simon A Bardsley",5148
"8082","SimonaP",861
"8083","SimonBesnard",251
"8084","Simon Chow",31
"8085","Simon_Clark",2401
"8086","Simon Engelhardt",116
"8087","Simone Saviolo",1888
"8088","Simon P B",318
"8089","SimonPoole",1573
"8090","SimonRedding",19
"8091","Simonsan29",1124
"8092","simon_schmeisser",914
"8093","Simon Skurichin",82
"8094","SimonvdP",523
"8095","simplybibek",89
"8096","SimsHsia",2640
"8097","sina387",89
"8098","Sindre Hermstad",746
"8099","singping",178
"8100","sinmanteca",530
"8101","SinnaPappa",571
"8102","SinSLo",958
"8103","Sintox",395
"8104","Sinuhesieda",4
"8105","Siobh",50
"8106","SiobhanHulston",287
"8107","SioTheLibrarian",40
"8108","Sioula-G",1
"8109","siramon",2255
"8110","Siren_djivi",651
"8111","Si Rhymes",4912
"8112","Sirishchandra",5
"8113","Siri U",184
"8114","Sir-Klotz",665
"8115","sirmal",5
"8116","sirmmo",7
"8117","SirPjotre",122
"8118","sissou",731
"8119","sisypheanrazz",10
"8120","Sisyphus_cobras",57
"8121","sitasth",13
"8122","sithil neupane",16
"8123","Situ Chitrakar",55
"8124","Siuyee",275
"8125","Sivathanu",6
"8126","sixinli",1716
"8127","Sixthreedelta",72
"8128","sjamilla",2182
"8129","sjb264",262
"8130","sjchan",96
"8131","SK53",28518
"8132","SKald",704
"8133","skb347",271
"8134","Sk!d",43
"8135","Skeep",186
"8136","skies91",243
"8137","skifans",320
"8138","skimbrel",364
"8139","skinflute",203
"8140","Skipper_is",938
"8141","skivett",201
"8142","Skombi",620
"8143","skorasaurus",1100
"8144","skorbut",67
"8145","SKRegmi",1
"8146","SKrischer",277
"8147","Skunwor",182
"8148","Skurry93",6476
"8149","skwidbreth",282
"8150","Skybluemad04",1102
"8151","sleiding",2288
"8152","slesa",3
"8153","slick12924",10
"8154","slideh",5
"8155","slint",20712
"8156","slob",32
"8157","Smaiki",287
"8158","smallerpuppy",232
"8159","Smap000",21
"8160","smaprs",13844
"8161","smaran dahal",21
"8162","Smart Geographer",42
"8163","smarties",1939
"8164","SmartyPantas",823
"8165","smaynard",450
"8166","smb1001",410
"8167","smellman",400
"8168","smerten",1
"8169","smidliboy",17
"8170","Smiley Hairy Camera Guy",11
"8171","Smilez",1120
"8172","smitakhanal",3831
"8173","smithgis",11
"8174","Smitty OKC",193
"8175","smjrifle",1
"8176","smlevine",75
"8177","SM North",327
"8178","smooshy",442
"8179","Smorral",75
"8180","smritee",16
"8181","sMutex",6
"8182","snailbrain",688
"8183","S-Nakamura",431
"8184","sncaasi",2570
"8185","snce5",818
"8186","sndhakal",1
"8187","sniffdiff",19
"8188","Sniffey",31
"8189","Snig Bhaumik",14
"8190","Sniggers",271
"8191","Snorbuckle",549
"8192","Snorfalorpagus",2287
"8193","Snoroller",751
"8194","snowbird0318",8
"8195","snowcobra",1
"8196","SnowDiver",2191
"8197","Snowhare97",235
"8198","Snow Leopard",21
"8199","Snowman61",272
"8200","snowquami",22
"8201","snufflufikist",145
"8202","socalsusann",25
"8203","social kc",8
"8204","soczuś",161
"8205","sohichix",28
"8206","SohiniS",40
"8207","sokusetu-osm",60409
"8208","sokusetu-osm2",77926
"8209","Solarize Nepal",4
"8210","soledji",104
"8211","SoleneV",13383
"8212","Solet",837
"8213","solidarité est une force",16
"8214","solnze",406
"8215","solomon-s",472
"8216","solring",266
"8217","solvor",47
"8218","Soma Bhattacharya",67
"8219","somecuitears",165
"8220","somenannan",173
"8221","SomeoneElse_Revert",5
"8222","Somit",6
"8223","sona1111",421
"8224","sonalr",305
"8225","sonam lama",47
"8226","Sonamlama",16
"8227","Sonia Costa",140
"8228","soniacuberes",95
"8229","soniahugh",273
"8230","SoniaMalini",12
"8231","sonia pang",94
"8232","Soniyaa",2
"8233","SonoFelice",29
"8234","SON_R",495
"8235","Sophiathina",487
"8236","Sophie65",24
"8237","Sophie Chien",5
"8238","SophieGindele",198
"8239","sophiemachin",3
"8240","SophieNS",10
"8241","sophiev",801
"8242","Sophina",25
"8243","sophs74",2528
"8244","SoraJS",357
"8245","soulou",18
"8246","Sounak Kundu",24
"8247","Sourav Sen",10
"8248","SouthPole",1098
"8249","soVague",999
"8250","sovanara",659
"8251","SpaceMunkeyUk",1797
"8252","spacer1971",1451
"8253","SpaiasLazaros",171
"8254","spalermini",31
"8255","Spandan",1
"8256","Spanholz",3148
"8257","Sparks",552
"8258","Sparky Boi",258
"8259","spatialbits",27264
"8260","Special_PC",217
"8261","Speedy55",1
"8262","spencer_adkisson",713
"8263","spenhar",88
"8264","Spesaran",223
"8265","spezialbernd",840
"8266","Spgurung",9
"8267","SpikyclowN",3
"8268","SP!KE",5785
"8269","sporath",47
"8270","spradh",19
"8271","spradhan",354
"8272","spri13",580
"8273","spurious_hound",473
"8274","spurs1999",76
"8275","SQ9NIT",107
"8276","Squat001",2883
"8277","Sraddheya",24
"8278","sraj",7
"8279","SRajani",61
"8280","SRaryal",342
"8281","srattray",24866
"8282","SRay",17
"8283","sre4488",258
"8284","SReed",56000
"8285","Sree Hari Nair",47
"8286","sridharma",977
"8287","Srijana",5
"8288","srijana subedi",135
"8289","Srikanthr",40
"8290","Srimal DMC LK",432
"8291","sri nanda",1
"8292","sristi1",136
"8293","srividya_c",25796
"8294","SRoss",1057
"8295","sruvs",24
"8296","SSANSOM",465
"8297","ssfchong",133
"8298","SSraySS",97
"8299","sss22213",2
"8300","sstuder",7105
"8301","sswales",490
"8302","staiga",31
"8303","stakky23",674
"8304","Stalfur",49
"8305","Stanford Florence",5
"8306","Stanley Yen",17
"8307","STANLY SHAJI",83
"8308","starhead",1350
"8309","Starzi",126
"8310","StayGold",1820
"8311","stb62",221
"8312","stedewa",141
"8313","Steele4",30
"8314","StefanJovanovic",474
"8315","Stefano8789",944
"8316","Stefano Ascani",242
"8317","Stefano frittelli",120
"8318","Stefan Russ",59
"8319","Stefan Simon",295
"8320","Stefanv11",952
"8321","Stefan Van Dam",101
"8322","steffenkagerah",130
"8323","steffi",450
"8324","Stefmyrv",71
"8325","SteFra",36
"8326","StefViajando",4
"8327","stegalfa",425
"8328","steha863",83
"8329","stehub",54
"8330","steinb_i",68
"8331","Stejza:)",771
"8332","Stella R",4651
"8333","stelvio3",214
"8334","stenico115",579
"8335","StepanKuzmin",1009
"8336","StephaneP",535
"8337","Stephanie May",625
"8338","stephankn",83
"8339","Stephen Litsas",80
"8340","Stephen Lo",244
"8341","StephenMangum",59
"8342","StephenMc",87
"8343","Stephen Smithwick",32
"8344","steph lee",216
"8345","stephr3",188
"8346","SterlingGIS",2071
"8347","Sternschatten",1715
"8348","stev",2033
"8349","stevage",75
"8350","SteveBower",14172
"8351","Steve cukro",233
"8352","SteveDM",64
"8353","Steve Hennessee",153
"8354","Steve Higgins",1349
"8355","Steve_MP",43
"8356","Steven_Boyd",3520
"8357","Steven Brown",808
"8358","Steven Chiang",14
"8359","Steven Johnson",23
"8360","Steven Pousty",776
"8361","Steven Sibiril",407
"8362","Stevenyu",6
"8363","Steve Pack",3892
